id,conditions,conclusion,priority,category
2383,"{""属性229"": true, ""特征226"": true, ""特征3"": true}",鹿变种226,3,general
2384,"{""属性230"": true, ""特征226"": true, ""特征4"": true}",象变种226,3,general
2385,"{""属性231"": true, ""特征226"": true, ""特征5"": true}",鹰变种226,3,general
2386,"{""属性232"": true, ""特征226"": true, ""特征6"": true}",蛇变种226,3,general
2387,"{""属性233"": true, ""特征226"": true, ""特征7"": true}",鱼变种226,3,general
2388,"{""属性234"": true, ""特征226"": true, ""特征8"": true}",鸟变种226,3,general
2389,"{""属性235"": true, ""特征226"": true, ""特征9"": true}",虫变种226,3,general
2390,"{""属性227"": true, ""特征0"": true, ""特征227"": true}",熊变种227,3,general
2391,"{""属性228"": true, ""特征1"": true, ""特征227"": true}",狼变种227,3,general
2392,"{""属性229"": true, ""特征2"": true, ""特征227"": true}",豹变种227,3,general
2393,"{""属性230"": true, ""特征227"": true, ""特征3"": true}",鹿变种227,3,general
2394,"{""属性231"": true, ""特征227"": true, ""特征4"": true}",象变种227,3,general
2395,"{""属性232"": true, ""特征227"": true, ""特征5"": true}",鹰变种227,3,general
2396,"{""属性233"": true, ""特征227"": true, ""特征6"": true}",蛇变种227,3,general
2397,"{""属性234"": true, ""特征227"": true, ""特征7"": true}",鱼变种227,3,general
2398,"{""属性235"": true, ""特征227"": true, ""特征8"": true}",鸟变种227,3,general
2399,"{""属性236"": true, ""特征227"": true, ""特征9"": true}",虫变种227,3,general
2400,"{""属性228"": true, ""特征0"": true, ""特征228"": true}",熊变种228,3,general
2401,"{""属性229"": true, ""特征1"": true, ""特征228"": true}",狼变种228,3,general
2402,"{""属性230"": true, ""特征2"": true, ""特征228"": true}",豹变种228,3,general
2403,"{""属性231"": true, ""特征228"": true, ""特征3"": true}",鹿变种228,3,general
2404,"{""属性232"": true, ""特征228"": true, ""特征4"": true}",象变种228,3,general
2405,"{""属性233"": true, ""特征228"": true, ""特征5"": true}",鹰变种228,3,general
2406,"{""属性234"": true, ""特征228"": true, ""特征6"": true}",蛇变种228,3,general
2407,"{""属性235"": true, ""特征228"": true, ""特征7"": true}",鱼变种228,3,general
2408,"{""属性236"": true, ""特征228"": true, ""特征8"": true}",鸟变种228,3,general
2409,"{""属性237"": true, ""特征228"": true, ""特征9"": true}",虫变种228,3,general
2410,"{""属性229"": true, ""特征0"": true, ""特征229"": true}",熊变种229,3,general
2411,"{""属性230"": true, ""特征1"": true, ""特征229"": true}",狼变种229,3,general
2412,"{""属性231"": true, ""特征2"": true, ""特征229"": true}",豹变种229,3,general
2413,"{""属性232"": true, ""特征229"": true, ""特征3"": true}",鹿变种229,3,general
2414,"{""属性233"": true, ""特征229"": true, ""特征4"": true}",象变种229,3,general
2415,"{""属性234"": true, ""特征229"": true, ""特征5"": true}",鹰变种229,3,general
2416,"{""属性235"": true, ""特征229"": true, ""特征6"": true}",蛇变种229,3,general
2417,"{""属性236"": true, ""特征229"": true, ""特征7"": true}",鱼变种229,3,general
2418,"{""属性237"": true, ""特征229"": true, ""特征8"": true}",鸟变种229,3,general
2419,"{""属性238"": true, ""特征229"": true, ""特征9"": true}",虫变种229,3,general
2420,"{""属性230"": true, ""特征0"": true, ""特征230"": true}",熊变种230,3,general
2421,"{""属性231"": true, ""特征1"": true, ""特征230"": true}",狼变种230,3,general
2422,"{""属性232"": true, ""特征2"": true, ""特征230"": true}",豹变种230,3,general
2423,"{""属性233"": true, ""特征230"": true, ""特征3"": true}",鹿变种230,3,general
2424,"{""属性234"": true, ""特征230"": true, ""特征4"": true}",象变种230,3,general
2425,"{""属性235"": true, ""特征230"": true, ""特征5"": true}",鹰变种230,3,general
2426,"{""属性236"": true, ""特征230"": true, ""特征6"": true}",蛇变种230,3,general
2427,"{""属性237"": true, ""特征230"": true, ""特征7"": true}",鱼变种230,3,general
2428,"{""属性238"": true, ""特征230"": true, ""特征8"": true}",鸟变种230,3,general
2429,"{""属性239"": true, ""特征230"": true, ""特征9"": true}",虫变种230,3,general
2430,"{""属性231"": true, ""特征0"": true, ""特征231"": true}",熊变种231,3,general
2431,"{""属性232"": true, ""特征1"": true, ""特征231"": true}",狼变种231,3,general
2432,"{""属性233"": true, ""特征2"": true, ""特征231"": true}",豹变种231,3,general
2433,"{""属性234"": true, ""特征231"": true, ""特征3"": true}",鹿变种231,3,general
2434,"{""属性235"": true, ""特征231"": true, ""特征4"": true}",象变种231,3,general
2435,"{""属性236"": true, ""特征231"": true, ""特征5"": true}",鹰变种231,3,general
2436,"{""属性237"": true, ""特征231"": true, ""特征6"": true}",蛇变种231,3,general
2437,"{""属性238"": true, ""特征231"": true, ""特征7"": true}",鱼变种231,3,general
2438,"{""属性239"": true, ""特征231"": true, ""特征8"": true}",鸟变种231,3,general
2439,"{""属性240"": true, ""特征231"": true, ""特征9"": true}",虫变种231,3,general
2440,"{""属性232"": true, ""特征0"": true, ""特征232"": true}",熊变种232,3,general
2441,"{""属性233"": true, ""特征1"": true, ""特征232"": true}",狼变种232,3,general
2442,"{""属性234"": true, ""特征2"": true, ""特征232"": true}",豹变种232,3,general
2443,"{""属性235"": true, ""特征232"": true, ""特征3"": true}",鹿变种232,3,general
2444,"{""属性236"": true, ""特征232"": true, ""特征4"": true}",象变种232,3,general
2445,"{""属性237"": true, ""特征232"": true, ""特征5"": true}",鹰变种232,3,general
2446,"{""属性238"": true, ""特征232"": true, ""特征6"": true}",蛇变种232,3,general
2447,"{""属性239"": true, ""特征232"": true, ""特征7"": true}",鱼变种232,3,general
2448,"{""属性240"": true, ""特征232"": true, ""特征8"": true}",鸟变种232,3,general
2449,"{""属性241"": true, ""特征232"": true, ""特征9"": true}",虫变种232,3,general
2450,"{""属性233"": true, ""特征0"": true, ""特征233"": true}",熊变种233,3,general
2451,"{""属性234"": true, ""特征1"": true, ""特征233"": true}",狼变种233,3,general
2452,"{""属性235"": true, ""特征2"": true, ""特征233"": true}",豹变种233,3,general
2453,"{""属性236"": true, ""特征233"": true, ""特征3"": true}",鹿变种233,3,general
2454,"{""属性237"": true, ""特征233"": true, ""特征4"": true}",象变种233,3,general
2455,"{""属性238"": true, ""特征233"": true, ""特征5"": true}",鹰变种233,3,general
2456,"{""属性239"": true, ""特征233"": true, ""特征6"": true}",蛇变种233,3,general
2457,"{""属性240"": true, ""特征233"": true, ""特征7"": true}",鱼变种233,3,general
2458,"{""属性241"": true, ""特征233"": true, ""特征8"": true}",鸟变种233,3,general
2459,"{""属性242"": true, ""特征233"": true, ""特征9"": true}",虫变种233,3,general
2460,"{""属性234"": true, ""特征0"": true, ""特征234"": true}",熊变种234,3,general
2461,"{""属性235"": true, ""特征1"": true, ""特征234"": true}",狼变种234,3,general
2462,"{""属性236"": true, ""特征2"": true, ""特征234"": true}",豹变种234,3,general
2463,"{""属性237"": true, ""特征234"": true, ""特征3"": true}",鹿变种234,3,general
2464,"{""属性238"": true, ""特征234"": true, ""特征4"": true}",象变种234,3,general
2465,"{""属性239"": true, ""特征234"": true, ""特征5"": true}",鹰变种234,3,general
2466,"{""属性240"": true, ""特征234"": true, ""特征6"": true}",蛇变种234,3,general
2467,"{""属性241"": true, ""特征234"": true, ""特征7"": true}",鱼变种234,3,general
2468,"{""属性242"": true, ""特征234"": true, ""特征8"": true}",鸟变种234,3,general
2469,"{""属性243"": true, ""特征234"": true, ""特征9"": true}",虫变种234,3,general
2470,"{""属性235"": true, ""特征0"": true, ""特征235"": true}",熊变种235,3,general
2471,"{""属性236"": true, ""特征1"": true, ""特征235"": true}",狼变种235,3,general
2472,"{""属性237"": true, ""特征2"": true, ""特征235"": true}",豹变种235,3,general
2473,"{""属性238"": true, ""特征235"": true, ""特征3"": true}",鹿变种235,3,general
2474,"{""属性239"": true, ""特征235"": true, ""特征4"": true}",象变种235,3,general
2475,"{""属性240"": true, ""特征235"": true, ""特征5"": true}",鹰变种235,3,general
2476,"{""属性241"": true, ""特征235"": true, ""特征6"": true}",蛇变种235,3,general
2477,"{""属性242"": true, ""特征235"": true, ""特征7"": true}",鱼变种235,3,general
2478,"{""属性243"": true, ""特征235"": true, ""特征8"": true}",鸟变种235,3,general
2479,"{""属性244"": true, ""特征235"": true, ""特征9"": true}",虫变种235,3,general
2480,"{""属性236"": true, ""特征0"": true, ""特征236"": true}",熊变种236,3,general
2481,"{""属性237"": true, ""特征1"": true, ""特征236"": true}",狼变种236,3,general
2482,"{""属性238"": true, ""特征2"": true, ""特征236"": true}",豹变种236,3,general
2483,"{""属性239"": true, ""特征236"": true, ""特征3"": true}",鹿变种236,3,general
2484,"{""属性240"": true, ""特征236"": true, ""特征4"": true}",象变种236,3,general
2485,"{""属性241"": true, ""特征236"": true, ""特征5"": true}",鹰变种236,3,general
2486,"{""属性242"": true, ""特征236"": true, ""特征6"": true}",蛇变种236,3,general
2487,"{""属性243"": true, ""特征236"": true, ""特征7"": true}",鱼变种236,3,general
2488,"{""属性244"": true, ""特征236"": true, ""特征8"": true}",鸟变种236,3,general
2489,"{""属性245"": true, ""特征236"": true, ""特征9"": true}",虫变种236,3,general
2490,"{""属性237"": true, ""特征0"": true, ""特征237"": true}",熊变种237,3,general
2491,"{""属性238"": true, ""特征1"": true, ""特征237"": true}",狼变种237,3,general
2492,"{""属性239"": true, ""特征2"": true, ""特征237"": true}",豹变种237,3,general
2493,"{""属性240"": true, ""特征237"": true, ""特征3"": true}",鹿变种237,3,general
2494,"{""属性241"": true, ""特征237"": true, ""特征4"": true}",象变种237,3,general
2495,"{""属性242"": true, ""特征237"": true, ""特征5"": true}",鹰变种237,3,general
2496,"{""属性243"": true, ""特征237"": true, ""特征6"": true}",蛇变种237,3,general
2497,"{""属性244"": true, ""特征237"": true, ""特征7"": true}",鱼变种237,3,general
2498,"{""属性245"": true, ""特征237"": true, ""特征8"": true}",鸟变种237,3,general
2499,"{""属性246"": true, ""特征237"": true, ""特征9"": true}",虫变种237,3,general
2500,"{""属性238"": true, ""特征0"": true, ""特征238"": true}",熊变种238,3,general
2501,"{""属性239"": true, ""特征1"": true, ""特征238"": true}",狼变种238,3,general
2502,"{""属性240"": true, ""特征2"": true, ""特征238"": true}",豹变种238,3,general
2503,"{""属性241"": true, ""特征238"": true, ""特征3"": true}",鹿变种238,3,general
2504,"{""属性242"": true, ""特征238"": true, ""特征4"": true}",象变种238,3,general
2505,"{""属性243"": true, ""特征238"": true, ""特征5"": true}",鹰变种238,3,general
2506,"{""属性244"": true, ""特征238"": true, ""特征6"": true}",蛇变种238,3,general
2507,"{""属性245"": true, ""特征238"": true, ""特征7"": true}",鱼变种238,3,general
2508,"{""属性246"": true, ""特征238"": true, ""特征8"": true}",鸟变种238,3,general
2509,"{""属性247"": true, ""特征238"": true, ""特征9"": true}",虫变种238,3,general
2510,"{""属性239"": true, ""特征0"": true, ""特征239"": true}",熊变种239,3,general
2511,"{""属性240"": true, ""特征1"": true, ""特征239"": true}",狼变种239,3,general
2512,"{""属性241"": true, ""特征2"": true, ""特征239"": true}",豹变种239,3,general
2513,"{""属性242"": true, ""特征239"": true, ""特征3"": true}",鹿变种239,3,general
2514,"{""属性243"": true, ""特征239"": true, ""特征4"": true}",象变种239,3,general
2515,"{""属性244"": true, ""特征239"": true, ""特征5"": true}",鹰变种239,3,general
2516,"{""属性245"": true, ""特征239"": true, ""特征6"": true}",蛇变种239,3,general
2517,"{""属性246"": true, ""特征239"": true, ""特征7"": true}",鱼变种239,3,general
2518,"{""属性247"": true, ""特征239"": true, ""特征8"": true}",鸟变种239,3,general
2519,"{""属性248"": true, ""特征239"": true, ""特征9"": true}",虫变种239,3,general
2520,"{""属性240"": true, ""特征0"": true, ""特征240"": true}",熊变种240,3,general
2521,"{""属性241"": true, ""特征1"": true, ""特征240"": true}",狼变种240,3,general
2522,"{""属性242"": true, ""特征2"": true, ""特征240"": true}",豹变种240,3,general
2523,"{""属性243"": true, ""特征240"": true, ""特征3"": true}",鹿变种240,3,general
2524,"{""属性244"": true, ""特征240"": true, ""特征4"": true}",象变种240,3,general
2525,"{""属性245"": true, ""特征240"": true, ""特征5"": true}",鹰变种240,3,general
2526,"{""属性246"": true, ""特征240"": true, ""特征6"": true}",蛇变种240,3,general
2527,"{""属性247"": true, ""特征240"": true, ""特征7"": true}",鱼变种240,3,general
2528,"{""属性248"": true, ""特征240"": true, ""特征8"": true}",鸟变种240,3,general
2529,"{""属性249"": true, ""特征240"": true, ""特征9"": true}",虫变种240,3,general
2530,"{""属性241"": true, ""特征0"": true, ""特征241"": true}",熊变种241,3,general
2531,"{""属性242"": true, ""特征1"": true, ""特征241"": true}",狼变种241,3,general
2532,"{""属性243"": true, ""特征2"": true, ""特征241"": true}",豹变种241,3,general
2533,"{""属性244"": true, ""特征241"": true, ""特征3"": true}",鹿变种241,3,general
2534,"{""属性245"": true, ""特征241"": true, ""特征4"": true}",象变种241,3,general
2535,"{""属性246"": true, ""特征241"": true, ""特征5"": true}",鹰变种241,3,general
2536,"{""属性247"": true, ""特征241"": true, ""特征6"": true}",蛇变种241,3,general
2537,"{""属性248"": true, ""特征241"": true, ""特征7"": true}",鱼变种241,3,general
2538,"{""属性249"": true, ""特征241"": true, ""特征8"": true}",鸟变种241,3,general
2539,"{""属性250"": true, ""特征241"": true, ""特征9"": true}",虫变种241,3,general
2540,"{""属性242"": true, ""特征0"": true, ""特征242"": true}",熊变种242,3,general
2541,"{""属性243"": true, ""特征1"": true, ""特征242"": true}",狼变种242,3,general
2542,"{""属性244"": true, ""特征2"": true, ""特征242"": true}",豹变种242,3,general
2543,"{""属性245"": true, ""特征242"": true, ""特征3"": true}",鹿变种242,3,general
2544,"{""属性246"": true, ""特征242"": true, ""特征4"": true}",象变种242,3,general
2545,"{""属性247"": true, ""特征242"": true, ""特征5"": true}",鹰变种242,3,general
2546,"{""属性248"": true, ""特征242"": true, ""特征6"": true}",蛇变种242,3,general
2547,"{""属性249"": true, ""特征242"": true, ""特征7"": true}",鱼变种242,3,general
2548,"{""属性250"": true, ""特征242"": true, ""特征8"": true}",鸟变种242,3,general
2549,"{""属性251"": true, ""特征242"": true, ""特征9"": true}",虫变种242,3,general
2550,"{""属性243"": true, ""特征0"": true, ""特征243"": true}",熊变种243,3,general
2551,"{""属性244"": true, ""特征1"": true, ""特征243"": true}",狼变种243,3,general
2552,"{""属性245"": true, ""特征2"": true, ""特征243"": true}",豹变种243,3,general
2553,"{""属性246"": true, ""特征243"": true, ""特征3"": true}",鹿变种243,3,general
2554,"{""属性247"": true, ""特征243"": true, ""特征4"": true}",象变种243,3,general
2555,"{""属性248"": true, ""特征243"": true, ""特征5"": true}",鹰变种243,3,general
2556,"{""属性249"": true, ""特征243"": true, ""特征6"": true}",蛇变种243,3,general
2557,"{""属性250"": true, ""特征243"": true, ""特征7"": true}",鱼变种243,3,general
2558,"{""属性251"": true, ""特征243"": true, ""特征8"": true}",鸟变种243,3,general
2559,"{""属性252"": true, ""特征243"": true, ""特征9"": true}",虫变种243,3,general
2560,"{""属性244"": true, ""特征0"": true, ""特征244"": true}",熊变种244,3,general
2561,"{""属性245"": true, ""特征1"": true, ""特征244"": true}",狼变种244,3,general
2562,"{""属性246"": true, ""特征2"": true, ""特征244"": true}",豹变种244,3,general
2563,"{""属性247"": true, ""特征244"": true, ""特征3"": true}",鹿变种244,3,general
2564,"{""属性248"": true, ""特征244"": true, ""特征4"": true}",象变种244,3,general
2565,"{""属性249"": true, ""特征244"": true, ""特征5"": true}",鹰变种244,3,general
2566,"{""属性250"": true, ""特征244"": true, ""特征6"": true}",蛇变种244,3,general
2567,"{""属性251"": true, ""特征244"": true, ""特征7"": true}",鱼变种244,3,general
2568,"{""属性252"": true, ""特征244"": true, ""特征8"": true}",鸟变种244,3,general
2569,"{""属性253"": true, ""特征244"": true, ""特征9"": true}",虫变种244,3,general
2570,"{""属性245"": true, ""特征0"": true, ""特征245"": true}",熊变种245,3,general
2571,"{""属性246"": true, ""特征1"": true, ""特征245"": true}",狼变种245,3,general
2572,"{""属性247"": true, ""特征2"": true, ""特征245"": true}",豹变种245,3,general
2573,"{""属性248"": true, ""特征245"": true, ""特征3"": true}",鹿变种245,3,general
2574,"{""属性249"": true, ""特征245"": true, ""特征4"": true}",象变种245,3,general
2575,"{""属性250"": true, ""特征245"": true, ""特征5"": true}",鹰变种245,3,general
2576,"{""属性251"": true, ""特征245"": true, ""特征6"": true}",蛇变种245,3,general
2577,"{""属性252"": true, ""特征245"": true, ""特征7"": true}",鱼变种245,3,general
2578,"{""属性253"": true, ""特征245"": true, ""特征8"": true}",鸟变种245,3,general
2579,"{""属性254"": true, ""特征245"": true, ""特征9"": true}",虫变种245,3,general
2580,"{""属性246"": true, ""特征0"": true, ""特征246"": true}",熊变种246,3,general
2581,"{""属性247"": true, ""特征1"": true, ""特征246"": true}",狼变种246,3,general
2582,"{""属性248"": true, ""特征2"": true, ""特征246"": true}",豹变种246,3,general
2583,"{""属性249"": true, ""特征246"": true, ""特征3"": true}",鹿变种246,3,general
2584,"{""属性250"": true, ""特征246"": true, ""特征4"": true}",象变种246,3,general
2585,"{""属性251"": true, ""特征246"": true, ""特征5"": true}",鹰变种246,3,general
2586,"{""属性252"": true, ""特征246"": true, ""特征6"": true}",蛇变种246,3,general
2587,"{""属性253"": true, ""特征246"": true, ""特征7"": true}",鱼变种246,3,general
2588,"{""属性254"": true, ""特征246"": true, ""特征8"": true}",鸟变种246,3,general
2589,"{""属性255"": true, ""特征246"": true, ""特征9"": true}",虫变种246,3,general
2590,"{""属性247"": true, ""特征0"": true, ""特征247"": true}",熊变种247,3,general
2591,"{""属性248"": true, ""特征1"": true, ""特征247"": true}",狼变种247,3,general
2592,"{""属性249"": true, ""特征2"": true, ""特征247"": true}",豹变种247,3,general
2593,"{""属性250"": true, ""特征247"": true, ""特征3"": true}",鹿变种247,3,general
2594,"{""属性251"": true, ""特征247"": true, ""特征4"": true}",象变种247,3,general
2595,"{""属性252"": true, ""特征247"": true, ""特征5"": true}",鹰变种247,3,general
2596,"{""属性253"": true, ""特征247"": true, ""特征6"": true}",蛇变种247,3,general
2597,"{""属性254"": true, ""特征247"": true, ""特征7"": true}",鱼变种247,3,general
2598,"{""属性255"": true, ""特征247"": true, ""特征8"": true}",鸟变种247,3,general
2599,"{""属性256"": true, ""特征247"": true, ""特征9"": true}",虫变种247,3,general
2600,"{""属性248"": true, ""特征0"": true, ""特征248"": true}",熊变种248,3,general
2601,"{""属性249"": true, ""特征1"": true, ""特征248"": true}",狼变种248,3,general
2602,"{""属性250"": true, ""特征2"": true, ""特征248"": true}",豹变种248,3,general
2603,"{""属性251"": true, ""特征248"": true, ""特征3"": true}",鹿变种248,3,general
2604,"{""属性252"": true, ""特征248"": true, ""特征4"": true}",象变种248,3,general
2605,"{""属性253"": true, ""特征248"": true, ""特征5"": true}",鹰变种248,3,general
2606,"{""属性254"": true, ""特征248"": true, ""特征6"": true}",蛇变种248,3,general
2607,"{""属性255"": true, ""特征248"": true, ""特征7"": true}",鱼变种248,3,general
2608,"{""属性256"": true, ""特征248"": true, ""特征8"": true}",鸟变种248,3,general
2609,"{""属性257"": true, ""特征248"": true, ""特征9"": true}",虫变种248,3,general
2610,"{""属性249"": true, ""特征0"": true, ""特征249"": true}",熊变种249,3,general
2611,"{""属性250"": true, ""特征1"": true, ""特征249"": true}",狼变种249,3,general
2612,"{""属性251"": true, ""特征2"": true, ""特征249"": true}",豹变种249,3,general
2613,"{""属性252"": true, ""特征249"": true, ""特征3"": true}",鹿变种249,3,general
2614,"{""属性253"": true, ""特征249"": true, ""特征4"": true}",象变种249,3,general
2615,"{""属性254"": true, ""特征249"": true, ""特征5"": true}",鹰变种249,3,general
2616,"{""属性255"": true, ""特征249"": true, ""特征6"": true}",蛇变种249,3,general
2617,"{""属性256"": true, ""特征249"": true, ""特征7"": true}",鱼变种249,3,general
2618,"{""属性257"": true, ""特征249"": true, ""特征8"": true}",鸟变种249,3,general
2619,"{""属性258"": true, ""特征249"": true, ""特征9"": true}",虫变种249,3,general
2620,"{""属性250"": true, ""特征0"": true, ""特征250"": true}",熊变种250,3,general
2621,"{""属性251"": true, ""特征1"": true, ""特征250"": true}",狼变种250,3,general
2622,"{""属性252"": true, ""特征2"": true, ""特征250"": true}",豹变种250,3,general
2623,"{""属性253"": true, ""特征250"": true, ""特征3"": true}",鹿变种250,3,general
2624,"{""属性254"": true, ""特征250"": true, ""特征4"": true}",象变种250,3,general
2625,"{""属性255"": true, ""特征250"": true, ""特征5"": true}",鹰变种250,3,general
2626,"{""属性256"": true, ""特征250"": true, ""特征6"": true}",蛇变种250,3,general
2627,"{""属性257"": true, ""特征250"": true, ""特征7"": true}",鱼变种250,3,general
2628,"{""属性258"": true, ""特征250"": true, ""特征8"": true}",鸟变种250,3,general
2629,"{""属性259"": true, ""特征250"": true, ""特征9"": true}",虫变种250,3,general
2630,"{""属性251"": true, ""特征0"": true, ""特征251"": true}",熊变种251,3,general
2631,"{""属性252"": true, ""特征1"": true, ""特征251"": true}",狼变种251,3,general
2632,"{""属性253"": true, ""特征2"": true, ""特征251"": true}",豹变种251,3,general
2633,"{""属性254"": true, ""特征251"": true, ""特征3"": true}",鹿变种251,3,general
2634,"{""属性255"": true, ""特征251"": true, ""特征4"": true}",象变种251,3,general
2635,"{""属性256"": true, ""特征251"": true, ""特征5"": true}",鹰变种251,3,general
2636,"{""属性257"": true, ""特征251"": true, ""特征6"": true}",蛇变种251,3,general
2637,"{""属性258"": true, ""特征251"": true, ""特征7"": true}",鱼变种251,3,general
2638,"{""属性259"": true, ""特征251"": true, ""特征8"": true}",鸟变种251,3,general
2639,"{""属性260"": true, ""特征251"": true, ""特征9"": true}",虫变种251,3,general
2640,"{""属性252"": true, ""特征0"": true, ""特征252"": true}",熊变种252,3,general
2641,"{""属性253"": true, ""特征1"": true, ""特征252"": true}",狼变种252,3,general
2642,"{""属性254"": true, ""特征2"": true, ""特征252"": true}",豹变种252,3,general
2643,"{""属性255"": true, ""特征252"": true, ""特征3"": true}",鹿变种252,3,general
2644,"{""属性256"": true, ""特征252"": true, ""特征4"": true}",象变种252,3,general
2645,"{""属性257"": true, ""特征252"": true, ""特征5"": true}",鹰变种252,3,general
2646,"{""属性258"": true, ""特征252"": true, ""特征6"": true}",蛇变种252,3,general
2647,"{""属性259"": true, ""特征252"": true, ""特征7"": true}",鱼变种252,3,general
2648,"{""属性260"": true, ""特征252"": true, ""特征8"": true}",鸟变种252,3,general
2649,"{""属性261"": true, ""特征252"": true, ""特征9"": true}",虫变种252,3,general
2650,"{""属性253"": true, ""特征0"": true, ""特征253"": true}",熊变种253,3,general
2651,"{""属性254"": true, ""特征1"": true, ""特征253"": true}",狼变种253,3,general
2652,"{""属性255"": true, ""特征2"": true, ""特征253"": true}",豹变种253,3,general
2653,"{""属性256"": true, ""特征253"": true, ""特征3"": true}",鹿变种253,3,general
2654,"{""属性257"": true, ""特征253"": true, ""特征4"": true}",象变种253,3,general
2655,"{""属性258"": true, ""特征253"": true, ""特征5"": true}",鹰变种253,3,general
2656,"{""属性259"": true, ""特征253"": true, ""特征6"": true}",蛇变种253,3,general
2657,"{""属性260"": true, ""特征253"": true, ""特征7"": true}",鱼变种253,3,general
2658,"{""属性261"": true, ""特征253"": true, ""特征8"": true}",鸟变种253,3,general
2659,"{""属性262"": true, ""特征253"": true, ""特征9"": true}",虫变种253,3,general
2660,"{""属性254"": true, ""特征0"": true, ""特征254"": true}",熊变种254,3,general
2661,"{""属性255"": true, ""特征1"": true, ""特征254"": true}",狼变种254,3,general
2662,"{""属性256"": true, ""特征2"": true, ""特征254"": true}",豹变种254,3,general
2663,"{""属性257"": true, ""特征254"": true, ""特征3"": true}",鹿变种254,3,general
2664,"{""属性258"": true, ""特征254"": true, ""特征4"": true}",象变种254,3,general
2665,"{""属性259"": true, ""特征254"": true, ""特征5"": true}",鹰变种254,3,general
2666,"{""属性260"": true, ""特征254"": true, ""特征6"": true}",蛇变种254,3,general
2667,"{""属性261"": true, ""特征254"": true, ""特征7"": true}",鱼变种254,3,general
2668,"{""属性262"": true, ""特征254"": true, ""特征8"": true}",鸟变种254,3,general
2669,"{""属性263"": true, ""特征254"": true, ""特征9"": true}",虫变种254,3,general
2670,"{""属性255"": true, ""特征0"": true, ""特征255"": true}",熊变种255,3,general
2671,"{""属性256"": true, ""特征1"": true, ""特征255"": true}",狼变种255,3,general
2672,"{""属性257"": true, ""特征2"": true, ""特征255"": true}",豹变种255,3,general
2673,"{""属性258"": true, ""特征255"": true, ""特征3"": true}",鹿变种255,3,general
2674,"{""属性259"": true, ""特征255"": true, ""特征4"": true}",象变种255,3,general
2675,"{""属性260"": true, ""特征255"": true, ""特征5"": true}",鹰变种255,3,general
2676,"{""属性261"": true, ""特征255"": true, ""特征6"": true}",蛇变种255,3,general
2677,"{""属性262"": true, ""特征255"": true, ""特征7"": true}",鱼变种255,3,general
2678,"{""属性263"": true, ""特征255"": true, ""特征8"": true}",鸟变种255,3,general
2679,"{""属性264"": true, ""特征255"": true, ""特征9"": true}",虫变种255,3,general
2680,"{""属性256"": true, ""特征0"": true, ""特征256"": true}",熊变种256,3,general
2681,"{""属性257"": true, ""特征1"": true, ""特征256"": true}",狼变种256,3,general
2682,"{""属性258"": true, ""特征2"": true, ""特征256"": true}",豹变种256,3,general
2683,"{""属性259"": true, ""特征256"": true, ""特征3"": true}",鹿变种256,3,general
2684,"{""属性260"": true, ""特征256"": true, ""特征4"": true}",象变种256,3,general
2685,"{""属性261"": true, ""特征256"": true, ""特征5"": true}",鹰变种256,3,general
2686,"{""属性262"": true, ""特征256"": true, ""特征6"": true}",蛇变种256,3,general
2687,"{""属性263"": true, ""特征256"": true, ""特征7"": true}",鱼变种256,3,general
2688,"{""属性264"": true, ""特征256"": true, ""特征8"": true}",鸟变种256,3,general
2689,"{""属性265"": true, ""特征256"": true, ""特征9"": true}",虫变种256,3,general
2690,"{""属性257"": true, ""特征0"": true, ""特征257"": true}",熊变种257,3,general
2691,"{""属性258"": true, ""特征1"": true, ""特征257"": true}",狼变种257,3,general
2692,"{""属性259"": true, ""特征2"": true, ""特征257"": true}",豹变种257,3,general
2693,"{""属性260"": true, ""特征257"": true, ""特征3"": true}",鹿变种257,3,general
2694,"{""属性261"": true, ""特征257"": true, ""特征4"": true}",象变种257,3,general
2695,"{""属性262"": true, ""特征257"": true, ""特征5"": true}",鹰变种257,3,general
2696,"{""属性263"": true, ""特征257"": true, ""特征6"": true}",蛇变种257,3,general
2697,"{""属性264"": true, ""特征257"": true, ""特征7"": true}",鱼变种257,3,general
2698,"{""属性265"": true, ""特征257"": true, ""特征8"": true}",鸟变种257,3,general
2699,"{""属性266"": true, ""特征257"": true, ""特征9"": true}",虫变种257,3,general
2700,"{""属性258"": true, ""特征0"": true, ""特征258"": true}",熊变种258,3,general
2701,"{""属性259"": true, ""特征1"": true, ""特征258"": true}",狼变种258,3,general
2702,"{""属性260"": true, ""特征2"": true, ""特征258"": true}",豹变种258,3,general
2703,"{""属性261"": true, ""特征258"": true, ""特征3"": true}",鹿变种258,3,general
2704,"{""属性262"": true, ""特征258"": true, ""特征4"": true}",象变种258,3,general
2705,"{""属性263"": true, ""特征258"": true, ""特征5"": true}",鹰变种258,3,general
2706,"{""属性264"": true, ""特征258"": true, ""特征6"": true}",蛇变种258,3,general
2707,"{""属性265"": true, ""特征258"": true, ""特征7"": true}",鱼变种258,3,general
2708,"{""属性266"": true, ""特征258"": true, ""特征8"": true}",鸟变种258,3,general
2709,"{""属性267"": true, ""特征258"": true, ""特征9"": true}",虫变种258,3,general
2710,"{""属性259"": true, ""特征0"": true, ""特征259"": true}",熊变种259,3,general
2711,"{""属性260"": true, ""特征1"": true, ""特征259"": true}",狼变种259,3,general
